id,name,year,headSize,strungWeight,balance,balancePts,swingweight,stiffness,beamWidth,pattern,tensionRange,powerLevel,strokeStyle,swingSpeed,frameProfile,identity,notes
dunlop-force-100-tour,Dunlop Force 100 Tour,,100,318,33.1,4 pts HL,322,71,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=13.7 vibration=161Hz power=41% sweetzone=16sqin
dunlop-force-105,Dunlop Force 105,,105,300,33.1,5 pts HL,304,64,"24,27,24",16x19,"48,58",Medium-High,Medium,Medium,"24/27/24mm beam, 16x19 pattern",Standard,TWU: twistweight=14.5 vibration=149Hz power=39% sweetzone=14sqin length=27.25in
dunlop-force-98,Dunlop Force 98,,98,310,33.5,2 pts HL,312,70,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14 vibration=163Hz power=40% sweetzone=15sqin
dunlop-force-98-tour,Dunlop Force 98 Tour,,98,325,32.2,7 pts HL,314,71,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=13.7 vibration=164Hz power=40% sweetzone=15sqin
dunlop-m-fil-200,Dunlop M-Fil 200,,95,346,32.1,7 pts HL,325,64,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=12.4 vibration=145Hz power=40% sweetzone=13sqin
dunlop-m-fil-300,Dunlop M-Fil 300,,98,308,33.3,3 pts HL,315,61,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=10.8 vibration=138Hz power=39% sweetzone=11sqin
dunlop-m-fil-400,Dunlop M-Fil 400,,100,298,33.6,3 pts HL,307,69,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=11.9 vibration=157Hz power=38% sweetzone=13sqin length=27.25in
dunlop-m-fil-800,Dunlop M-Fil 800,,114,280,35.2,1 pts HH,315,71,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14.2 vibration=162Hz power=42% sweetzone=16sqin length=27.5in
dunlop-m4-0,Dunlop M4.0,,100,309,33.4,3 pts HL,308,69,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14.4 vibration=153Hz power=40% sweetzone=15sqin
dunlop-precision-100,Dunlop Precision 100,,100,306,32,7 pts HL,279,66,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=12.7 vibration=153Hz power=36% sweetzone=10sqin
dunlop-precision-100-tour,Dunlop Precision 100 Tour,,100,324,31.7,8 pts HL,296,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=13.8 vibration=152Hz power=38% sweetzone=13sqin
dunlop-precision-98,Dunlop Precision 98,,98,312,32.5,6 pts HL,298,68,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=13.5 vibration=155Hz power=38% sweetzone=13sqin
dunlop-precision-98-tour,Dunlop Precision 98 Tour,,98,330,32.1,7 pts HL,310,68,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=13.8 vibration=153Hz power=40% sweetzone=15sqin
dunlop-s4-0-lite,Dunlop S4.0 Lite,,100,283,33.5,2 pts HL,284,69,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=12.7 vibration=159Hz power=37% sweetzone=11sqin
dunlop-sx-300,Dunlop SX 300,,100,318,33,4 pts HL,322,68,"23,26,23",16x19,"45,55",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15 vibration=152Hz power=41% sweetzone=17sqin
dunlop-sx-300-tour,Dunlop SX 300 Tour,,98,323,32.5,6 pts HL,324,66,"23,26,23",16x19,"45,55",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.7 vibration=148Hz power=41% sweetzone=17sqin
dunlop-sx300,Dunlop SX300,,100,320,33,4 pts HL,326,65,"23,26,23",16x19,"45,55",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14.9 vibration=145Hz power=41% sweetzone=17sqin
dunlop-sx300-tour,Dunlop SX300 Tour,,100,332,32.5,6 pts HL,336,65,"23,26,23",16x19,"45,55",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.4 vibration=146Hz power=42% sweetzone=18sqin
dunlop-srixon-cx-200,Dunlop Srixon CX 200,,98,323,32.5,6 pts HL,319,65,"21,21,21",16x19,"45,55",Low-Medium,Full,Fast,"21/21/21mm beam, 16x19 pattern",Standard,TWU: twistweight=14.2 vibration=148Hz power=41% sweetzone=16sqin
dunlop-srixon-cx-200-ls,Dunlop Srixon CX 200 LS,,98,306,33.5,2 pts HL,316,64,"21,21,21",16x19,"45,55",Low-Medium,Full,Fast,"21/21/21mm beam, 16x19 pattern",Lightweight,TWU: twistweight=14.4 vibration=148Hz power=40% sweetzone=16sqin
dunlop-srixon-cx-200-tour-16x19,Dunlop Srixon CX 200 Tour (16x19),,95,328,32,7 pts HL,317,64,"21,21,21",16x19,"45,55",Low-Medium,Full,Fast,"21/21/21mm beam, 16x19 pattern",Control,TWU: twistweight=13 vibration=144Hz power=40% sweetzone=15sqin
dunlop-srixon-cx-200-tour-18x20,Dunlop Srixon CX 200 Tour (18x20),,95,332,32,7 pts HL,318,63,"21,21,21",18x20,"45,55",Low,Full,Fast,"21/21/21mm beam, 18x20 pattern",Control Precision,TWU: twistweight=13.5 vibration=138Hz power=40% sweetzone=15sqin
dunlop-srixon-cx-200,Dunlop Srixon CX 200+,,98,323,33,6 pts HL,340,66,"21,21,21",16x19,"45,55",Low-Medium,Full,Fast,"21/21/21mm beam, 16x19 pattern",Standard,TWU: twistweight=14.7 vibration=149Hz power=43% sweetzone=18sqin length=27.5in
dunlop-srixon-cx-400,Dunlop Srixon CX 400,,100,301,34,1 pts HL,314,71,"21,21,21",16x19,"45,55",Low-Medium,Full,Fast,"21/21/21mm beam, 16x19 pattern",Standard,TWU: twistweight=14.7 vibration=163Hz power=40% sweetzone=16sqin
dunlop-srixon-revo-cv-3-0,Dunlop Srixon Revo CV 3.0,,100,318,33,4 pts HL,318,68,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15.2 vibration=152Hz power=41% sweetzone=16sqin
dunlop-srixon-revo-cv-3-0-f,Dunlop Srixon Revo CV 3.0 F,,100,318,33,4 pts HL,317,69,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14.8 vibration=169Hz power=41% sweetzone=16sqin
dunlop-srixon-revo-cv-3-0-f-ls,Dunlop Srixon Revo CV 3.0 F LS,,100,303,33.5,2 pts HL,311,69,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=14.9 vibration=164Hz power=40% sweetzone=16sqin
dunlop-srixon-revo-cv-3-0-f-tour,Dunlop Srixon Revo CV 3.0 F Tour,,97,323,33.3,3 pts HL,326,69,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.8 vibration=153Hz power=42% sweetzone=17sqin
dunlop-srixon-revo-cv-5-0,Dunlop Srixon Revo CV 5.0,,102,295,34.5,1 pts HH,309,66,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14.8 vibration=158Hz power=40% sweetzone=15sqin
dunlop-srixon-revo-cv-5-0-os,Dunlop Srixon Revo CV 5.0 OS,,105,286,34.5,Even,314,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=14.9 vibration=151Hz power=40% sweetzone=16sqin length=27.25in
dunlop-srixon-revo-cx-2-0,Dunlop Srixon Revo CX 2.0,,98,318,32.5,6 pts HL,314,68,"21,21,21",16x19,"45,55",Low-Medium,Full,Fast,"21/21/21mm beam, 16x19 pattern",Standard,TWU: twistweight=13.6 vibration=157Hz power=40% sweetzone=15sqin
dunlop-srixon-revo-cx-2-0-ls,Dunlop Srixon Revo CX 2.0 LS,,98,313,33,4 pts HL,316,66,"21,21,21",16x19,"45,55",Low-Medium,Full,Fast,"21/21/21mm beam, 16x19 pattern",Lightweight,TWU: twistweight=13.5 vibration=151Hz power=40% sweetzone=16sqin
dunlop-srixon-revo-cx-4-0,Dunlop Srixon Revo CX 4.0,,100,300,33,4 pts HL,302,71,"21,21,21",16x19,"45,55",Low-Medium,Full,Fast,"21/21/21mm beam, 16x19 pattern",Standard,TWU: twistweight=14.2 vibration=172Hz power=39% sweetzone=14sqin
dunlop-srixon-revo-cx-tour-18x20,Dunlop Srixon Revo CX Tour 18x20,,95,329,31.5,9 pts HL,314,61,"21,21,21",18x20,"45,55",Low,Full,Fast,"21/21/21mm beam, 18x20 pattern",Control Precision,TWU: twistweight=12.6 vibration=140Hz power=40% sweetzone=15sqin
dunlop-srixon-revo-cz-100s,Dunlop Srixon Revo CZ 100S,,100,297,33.1,4 pts HL,306,70,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=14.6 vibration=164Hz power=39% sweetzone=15sqin
dunlop-srixon-revo-cz-98d,Dunlop Srixon Revo CZ 98D,,98,301,32.5,6 pts HL,296,69,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14.5 vibration=164Hz power=38% sweetzone=14sqin
dunlop-idapt-force-100,Dunlop iDapt Force 100,,100,320,33.8,2 pts HL,319,70,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14.9 vibration=161Hz power=41% sweetzone=16sqin
dunlop-idapt-force-100s,Dunlop iDapt Force 100S,,100,321,34.1,1 pts HL,328,70,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=14.2 vibration=162Hz power=42% sweetzone=17sqin
dunlop-idapt-force-105,Dunlop iDapt Force 105,,105,305,33.9,1 pts HL,306,66,"24,27,24",16x19,"48,58",Medium-High,Medium,Medium,"24/27/24mm beam, 16x19 pattern",Standard,TWU: twistweight=14.7 vibration=154Hz power=39% sweetzone=14sqin
dunlop-idapt-force-98,Dunlop iDapt Force 98,,98,322,33.9,1 pts HL,317,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14.3 vibration=153Hz power=40% sweetzone=16sqin
fischer-m-comp-95,Fischer M Comp 95,,95,340,35.4,3 pts HH,321,58,"21,21,21",16x19,"50,60",Low,Full,Fast,"21/21/21mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=11.3 vibration=132Hz power=39% sweetzone=12sqin
fischer-m-pro-number-one-98-light,Fischer M Pro Number One 98 Light,,98,309,33.3,3 pts HL,311,59,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=12.4 vibration=134Hz power=39% sweetzone=14sqin
fischer-m-pro-number-one-98-sl,Fischer M Pro Number One 98 SL,,98,335,31.8,8 pts HL,311,58,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=13.1 vibration=132Hz power=39% sweetzone=14sqin
fischer-magnetic-tour-heavy,Fischer Magnetic Tour ++ (heavy),,100,332,31.5,9 pts HL,294,57,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14 vibration=129Hz power=38% sweetzone=13sqin
fischer-progressor-nt,Fischer Progressor NT,,98,315,34,3 pts HL,335,59,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=12.9 vibration=134Hz power=40% sweetzone=15sqin length=27.5in
gamma-big-bubba,Gamma Big Bubba,,137,273,38.1,4 pts HH,332,65,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=19.9 vibration=148Hz power=42% sweetzone=20sqin length=29in
gamma-c-1,Gamma C-1,,110,270,36.2,3 pts HH,330,66,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=13.8 vibration=150Hz power=40% sweetzone=15sqin length=27.75in
gamma-c-2,Gamma C-2,,106,282,37,7 pts HH,357,71,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=12.8 vibration=162Hz power=42% sweetzone=18sqin length=27.5in
gamma-c-3,Gamma C-3,,102,306,33.8,2 pts HL,311,64,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=11.7 vibration=145Hz power=38% sweetzone=13sqin
gamma-c-4,Gamma C-4,,100,300,34,2 pts HL,329,72,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=13.4 vibration=164Hz power=40% sweetzone=15sqin length=27.25in
gamma-cp-1000,Gamma CP-1000,,102,294,35.6,3 pts HH,325,73,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=13 vibration=164Hz power=42% sweetzone=16sqin length=27.2in
gamma-cp-1200,Gamma CP-1200,,110,278,35.2,1 pts HH,307,69,"26,29,26",16x19,"45,55",High,Short,Slow,"26/29/26mm beam, 16x19 pattern",Standard,TWU: twistweight=13.7 vibration=159Hz power=39% sweetzone=14sqin length=27.5in
gamma-g250,Gamma G250,,110,275,35.9,2 pts HH,320,68,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14.3 vibration=155Hz power=40% sweetzone=16sqin length=27.75in
gamma-g260,Gamma G260,,105,274,34.9,Even,303,60,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=13.6 vibration=136Hz power=38% sweetzone=13sqin length=27.5in
gamma-g310,Gamma G310,,100,322,32.4,6 pts HL,300,63,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=12.1 vibration=143Hz power=38% sweetzone=11sqin
gamma-ipex-2-0-os,Gamma Ipex 2.0 OS,,137,278,38.1,8 pts HH,348,63,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=21.2 vibration=143Hz power=43% sweetzone=23sqin length=28in
gamma-rzr-100,Gamma RZR 100,,100,304,33.8,2 pts HL,304,74,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14.8 vibration=170Hz power=39% sweetzone=14sqin
gamma-rzr-100t,Gamma RZR 100T,,100,330,34.3,Even,348,75,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=16 vibration=167Hz power=44% sweetzone=20sqin
gamma-rzr-105,Gamma RZR 105,,105,302,34.5,Even,323,68,"24,27,24",16x19,"48,58",Medium-High,Medium,Medium,"24/27/24mm beam, 16x19 pattern",Standard,TWU: twistweight=15.2 vibration=151Hz power=41% sweetzone=17sqin length=27.25in
gamma-rzr-110,Gamma RZR 110,,110,292,36,4 pts HH,326,67,"26,29,26",16x19,"45,55",High,Short,Slow,"26/29/26mm beam, 16x19 pattern",Standard,TWU: twistweight=16.5 vibration=154Hz power=42% sweetzone=18sqin length=27.25in
gamma-rzr-95,Gamma RZR 95,,95,326,31.9,8 pts HL,302,65,"21,21,21",16x19,"50,60",Low,Full,Fast,"21/21/21mm beam, 16x19 pattern",Standard,TWU: twistweight=13.5 vibration=145Hz power=39% sweetzone=13sqin
gamma-rzr-98,Gamma RZR 98,,98,316,33,4 pts HL,312,60,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=13.1 vibration=134Hz power=40% sweetzone=15sqin
gamma-rzr-98-t,Gamma RZR 98 T,,98,342,32.5,6 pts HL,332,65,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14.1 vibration=138Hz power=42% sweetzone=17sqin
gamma-t-5,Gamma T-5,,100,312,32.2,7 pts HL,314,72,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=11.8 vibration=164Hz power=38% sweetzone=12sqin
gamma-t-6,Gamma T-6,,98,300,34,1 pts HL,315,62,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=11 vibration=141Hz power=39% sweetzone=13sqin
gamma-t-7,Gamma T-7,,100,328,31.9,8 pts HL,318,58,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=12.2 vibration=132Hz power=39% sweetzone=13sqin
gamma-tour-300x,Gamma Tour 300X,,98,305,34.8,2 pts HH,318,65,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=13.9 vibration=145Hz power=40% sweetzone=16sqin
gamma-tour-320x,Gamma Tour 320X,,98,320,33.5,2 pts HL,316,66,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=10.3 vibration=150Hz power=39% sweetzone=14sqin
gamma-tour-330x,Gamma Tour 330X,,95,328,31.5,9 pts HL,321,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=11.2 vibration=146Hz power=39% sweetzone=14sqin
gamma-tour-340x,Gamma Tour 340X,,93,338,31.8,8 pts HL,324,68,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=11.9 vibration=146Hz power=40% sweetzone=15sqin
gamma-tour-340x-team,Gamma Tour 340X Team,,93,292,34.7,1 pts HH,302,66,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=11.1 vibration=152Hz power=38% sweetzone=11sqin
head-airflow-1,Head Airflow 1,,99,264,36.3,6 pts HH,291,73,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=12.9 vibration=166Hz power=33% sweetzone=9sqin
head-airflow-3,Head Airflow 3,,102,261,36.2,6 pts HH,285,72,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=13.3 vibration=164Hz power=36% sweetzone=11sqin
head-airflow-3-crossbow,Head Airflow 3 Crossbow,,102,282,35.8,5 pts HH,309,72,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=13.9 vibration=164Hz power=39% sweetzone=14sqin
head-airflow-5,Head Airflow 5,,109,258,35,2 pts HH,270,71,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=13.6 vibration=162Hz power=35% sweetzone=9sqin
head-airflow-5-crossbow,Head Airflow 5 Crossbow,,102,274,36,5 pts HH,301,72,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15.4 vibration=164Hz power=37% sweetzone=12sqin
head-airflow-7,Head Airflow 7,,115,250,35.6,4 pts HH,265,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=13.6 vibration=152Hz power=34% sweetzone=9sqin
head-airflow-7-crossbow,Head Airflow 7 Crossbow,,115,256,36.2,6 pts HH,285,70,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14.8 vibration=159Hz power=36% sweetzone=11sqin
head-boom-mp-2022,Head Boom MP 2022,2022,100,315,32.7,5 pts HL,318,64,"22,22,22",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"22/22/22mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14.3 vibration=144Hz power=40% sweetzone=16sqin
head-boom-mp-2024,Head Boom MP 2024,2024,100,312,32.5,6 pts HL,317,62,"22,22,22",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"22/22/22mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14.3 vibration=147Hz power=40% sweetzone=16sqin
head-boom-pro-2022,Head Boom Pro 2022,2022,98,329,32.4,6 pts HL,325,67,"22,22,22",16x19,"48,57",Low-Medium,Full,Fast,"22/22/22mm beam, 16x19 pattern",Control,TWU: twistweight=14.6 vibration=146Hz power=41% sweetzone=17sqin
head-boom-pro-2024,Head Boom Pro 2024,2024,98,326,32,7 pts HL,323,64,"22,22,22",16x19,"48,57",Low-Medium,Full,Fast,"22/22/22mm beam, 16x19 pattern",Control,TWU: twistweight=14.5 vibration=130Hz power=41% sweetzone=17sqin
head-boom-team-2024,Head Boom Team 2024,2024,102,289,33.6,2 pts HL,309,62,"22,22,22",16x19,"48,57",Medium,Medium,Medium,"22/22/22mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=15.6 vibration=126Hz power=39% sweetzone=16sqin
head-crossbow-10,Head Crossbow 10,,124,278,36.2,5 pts HH,317,71,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=17.8 vibration=162Hz power=40% sweetzone=14sqin length=27.3in
head-crossbow-2,Head Crossbow 2,,102,283,35.5,3 pts HH,316,72,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=12.3 vibration=164Hz power=40% sweetzone=14sqin length=27.3in
head-crossbow-4,Head Crossbow 4,,107,277,36,4 pts HH,310,71,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=13.6 vibration=162Hz power=40% sweetzone=13sqin length=27.3in
head-crossbow-6,Head Crossbow 6,,112,284,36.8,7 pts HH,333,72,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15.9 vibration=164Hz power=41% sweetzone=16sqin length=27.3in
head-crossbow-8,Head Crossbow 8,,118,279,36,4 pts HH,311,70,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15.5 vibration=159Hz power=40% sweetzone=15sqin length=27.3in
head-extreme-mp-2022,Head Extreme MP 2022,2022,100,318,33,4 pts HL,322,66,"24,26,24",16x19,"48,57",Medium-High,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14.3 vibration=152Hz power=41% sweetzone=16sqin
head-extreme-pro-2024,Head Extreme Pro 2024,2024,98,323,32.5,6 pts HL,322,64,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.5 vibration=151Hz power=41% sweetzone=16sqin
head-extreme-tour-2022,Head Extreme Tour 2022,2022,98,320,32.5,6 pts HL,317,63,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=13.9 vibration=138Hz power=40% sweetzone=16sqin
head-fxp-instinct-team-mp,Head FXP Instinct Team MP,,105,281,35.2,3 pts HH,306,66,"23,26,23",16x19,"48,57",Medium-High,Medium,Medium,"23/26/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=15.2 vibration=150Hz power=38% sweetzone=14sqin
head-fxp-radical-team,Head FXP Radical Team,,102,295,28.6,18 pts HL,313,59,"22,25,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"22/25/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=13.4 vibration=134Hz power=39% sweetzone=14sqin
head-flexpoint-10,Head Flexpoint 10,,121,254,37.5,8 pts HH,309,64,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=18.3 vibration=145Hz power=39% sweetzone=15sqin length=27.5in
head-flexpoint-6-os,Head Flexpoint 6 OS,,112,292,37.8,10 pts HH,356,61,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=18.7 vibration=138Hz power=43% sweetzone=20sqin length=27.3in
head-flexpoint-heat-mp,Head Flexpoint Heat MP,,102,295,33.7,2 pts HL,296,62,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=13.1 vibration=141Hz power=38% sweetzone=12sqin
head-flexpoint-prestige-mid,Head Flexpoint Prestige Mid,,93,349,32.4,6 pts HL,326,65,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Standard,TWU: twistweight=13.4 vibration=148Hz power=41% sweetzone=16sqin
head-flexpoint-prestige-xl-mp,Head Flexpoint Prestige XL MP,,98,337,32.4,7 pts HL,332,65,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",All-Rounder,TWU: twistweight=13.6 vibration=148Hz power=41% sweetzone=16sqin length=27.3in
head-flexpoint-radical-mp,Head Flexpoint Radical MP,,98,315,34,1 pts HL,336,63,"21,23,21",16x19,"48,57",Low-Medium,Full,Fast,"21/23/21mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=13.1 vibration=143Hz power=42% sweetzone=17sqin
